ID,Breed,Age ,Sex,Neuter,Case,Date of diagnosis,Reason for presentation,BCS at diagnosis (1-9),Last recorded BCS (1-9),Heart Murmur,HM first recorded,Grade of heart murmur,Gallop rhythm,Date first detected,Arrhythmia,Date first detected,Goitre,Vaccination,Previous exposure to nephrotoxic drugs,NSAID treatment,Date of last exposure to drug,Previous anaesthetic,Date of last anaesthetic,FeLV status,FIV status,Previous exposure to lilies,Previous exposure to ethylene glycol,Previous AKI,Hyperthyroidism,Periodontal disease,Arthritis,Cystitis/FLUTD,Cardiomyopathy,Retinopathy,Cat bite abscess,Polycystic kidney disease,Pyelonephritis,hepatopathy,obesity,constipation,Diabetes Mellitus,Primary Aldosteronism,Urethral obstruction
946,Crossbreed,?9,Female,Neutered,Control,,,,,FALSE,,,FALSE,,FALSE,,Not recorded,None recorded,NSAID,One-off treatment,5/10/11,Yes,5/10/11,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
947,Crossbreed,?9,Female,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,NSAID,Repeated one off treatment,11/12/12,None recorded,,Not tested,Not tested,No,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
948,Crossbreed,?9,Female,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
949,Crossbreed,<9,Male,Neutered,Control,,,,,FALSE,,,FALSE,,FALSE,,Not recorded,Regular,NSAID,Repeated one off treatment,10/14/12,Yes,11/6/10,Not tested,Not tested,No,No,No,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
950,Crossbreed,?9,Male,Neutered,Control,,,,,FALSE,,,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
951,Crossbreed,?9,Male,Neutered,Control,,,,,TRUE,1/11/12,2,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
952,Crossbreed,?9,Female,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
953,Crossbreed,?9,Male,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
954,Crossbreed,?9,Female,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
955,Crossbreed,,Male,Entire,Control,,,,,FALSE,,,FALSE,,FALSE,,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
956,Crossbreed,?9,Female,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,NSAID,One-off treatment,4/21/13,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
957,Crossbreed,?9,Male,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
958,Crossbreed,?9,Female,Entire,Control,,,,,FALSE,,,FALSE,,FALSE,,Not recorded,None recorded,NSAID,One-off treatment,5/16/12,Yes,5/16/12,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
959,Crossbreed,?9,Female,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
960,Unknown,?9,Female,Neutered,Control,,,,,FALSE,,,FALSE,,FALSE,,Not recorded,Regular,NSAID,Long term treatment,12/31/13,Yes,2/4/13,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
961,Unknown,<9,Male,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,NSAID,Repeated one off treatment,5/9/11,Yes,12/18/07,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
962,Unknown,?9,Female,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,NSAID,One-off treatment,8/5/12,Yes,8/5/12,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
963,Unknown,?9,Male,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,None recorded,,,Yes,11/6/12,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
964,Unknown,?9,Male,Entire,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,NSAID,One-off treatment,3/10/10,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
965,Unknown,?9,Female,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
966,Crossbreed,<9,Male,Neutered,Control,,,,,Not recorded,,9,Not recorded,,Not recorded,,Not recorded,None recorded,NSAID,Repeated one off treatment,5/8/13,Yes,5/27/13,Not tested,Not tested,No,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
967,Unknown,?9,Male,Neutered,Control,,,,,FALSE,,,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
968,Crossbreed,,Male,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Kitten/ Irregular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
969,Crossbreed,?9,Male,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
970,Crossbreed,?9,Female,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,NSAID,One-off treatment,2/4/13,Yes,2/4/13,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
971,Crossbreed,?9,Female,Entire,Control,,,,,FALSE,,,FALSE,,FALSE,,Not recorded,Regular,None recorded,,,Yes,5/26/13,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
972,Crossbreed,<9,Male,Neutered,Control,,,,,FALSE,,,FALSE,,FALSE,,Not recorded,Regular,NSAID,One-off treatment,10/29/13,Yes,10/29/13,Not tested,Not tested,No,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
973,Crossbreed,?9,Female,Neutered,Control,,,,,FALSE,,,FALSE,,FALSE,,Not recorded,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
974,Crossbreed,?9,Male,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
975,Crossbreed,?9,Male,Neutered,Control,,,,,TRUE,10/13/08,9,FALSE,,FALSE,,FALSE,Regular,NSAID,Repeated one off treatment,7/11/12,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
976,Crossbreed,<9,Female,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,None recorded,,,Yes,10/25/12,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
977,Crossbreed,<9,Male,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,None recorded,,,Yes,5/1/12,Not tested,Not tested,No,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
978,Crossbreed,?9,Male,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,NSAID,One-off treatment,6/23/05,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
979,Crossbreed,?9,Male,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,NSAID,Repeated one off treatment,5/13/08,Yes,5/13/08,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
980,Crossbreed,?9,Male,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,NSAID,One-off treatment,10/8/12,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
981,Crossbreed,?9,Female,Entire,Control,,,,,FALSE,,,FALSE,,FALSE,,TRUE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
982,Crossbreed,?9,Male,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
983,Crossbreed,?9,Female,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
984,Crossbreed,?9,Female,Neutered,Control,,,,,TRUE,9/24/13,3,FALSE,,FALSE,,Not recorded,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
985,Crossbreed,?9,Male,Neutered,Control,,,,,FALSE,,,FALSE,,FALSE,,Not recorded,None recorded,NSAID,One-off treatment,9/7/12,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
986,Crossbreed,,Female,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,NSAID,One-off treatment,9/14/13,Yes,9/14/13,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
987,Crossbreed,?9,Female,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Negative,Negative,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
988,Crossbreed,?9,Female,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
989,Crossbreed,?9,Male,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
990,Crossbreed,<9,Male,Entire,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,NSAID,Repeated one off treatment,9/1/12,Yes,9/1/12,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
991,Crossbreed,?9,Male,Entire,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
992,Crossbreed,?9,Male,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,NSAID,Repeated one off treatment,8/14/12,Yes,3/7/10,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
993,Crossbreed,<9,Female,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,NSAID,One-off treatment,6/17/12,Yes,6/17/12,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
994,Crossbreed,,Female,Entire,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Kitten/ Irregular,None recorded,,,No,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
995,Crossbreed,<9,Female,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,NSAID,One-off treatment,9/25/12,Yes,9/25/12,Not tested,Not tested,No,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
996,Crossbreed,?9,Male,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,NSAID,Repeated one off treatment,5/9/13,Yes,5/9/13,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
997,Crossbreed,?9,Female,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Kitten/ Irregular,NSAID,One-off treatment,11/1/13,Yes,11/1/13,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
998,Crossbreed,?9,Female,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,NSAID,One-off treatment,6/3/13,Yes,5/30/13,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
999,Crossbreed,?9,Female,Neutered,Control,,,,,TRUE,11/13/12,9,FALSE,,FALSE,,Not recorded,Kitten/ Irregular,NSAID,One-off treatment,12/14/12,Yes,12/14/12,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1000,Crossbreed,?9,Female,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1001,Crossbreed,?9,Female,Entire,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Kitten/ Irregular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1002,Crossbreed,?9,Female,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1003,Crossbreed,?9,Female,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Kitten/ Irregular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1004,Crossbreed,?9,Male,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Kitten/ Irregular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1005,Crossbreed,?9,Female,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1006,Crossbreed,?9,Female,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,NSAID,One-off treatment,5/1/13,Yes,5/1/13,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1007,Crossbreed,?9,Female,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,NSAID,One-off treatment,4/21/13,Yes,4/21/13,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1008,Crossbreed,?9,Female,Entire,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1009,Crossbreed,?9,Female,Entire,Control,,,,,FALSE,,,FALSE,,FALSE,,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1010,Crossbreed,?9,Male,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1011,Crossbreed,?9,Female,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1012,Crossbreed,?9,Male,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,NSAID,Repeated one off treatment,12/3/13,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1013,Crossbreed,?9,Male,Neutered,Control,,,,,TRUE,11/8/13,9,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1014,Purebreed,<9,Male,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,None recorded,,,Yes,12/30/13,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1015,Purebreed,?9,Male,Neutered,Control,,,,,FALSE,,,FALSE,,FALSE,,Not recorded,Regular,NSAID,One-off treatment,12/23/09,Yes,12/23/09,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1016,Crossbreed,?9,Female,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,NSAID,One-off treatment,5/22/11,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1017,Crossbreed,?9,Male,Neutered,Control,,,,,FALSE,,,FALSE,,FALSE,,Not recorded,Regular,NSAID,One-off treatment,8/1/13,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1018,Crossbreed,?9,Female,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,NSAID,Repeated one off treatment,8/12/13,Yes,8/14/13,Not tested,Not tested,No,No,No,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1019,Crossbreed,?9,Female,Neutered,Control,,,,,FALSE,,,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,No,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1020,Crossbreed,?9,Male,Neutered,Control,,,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1021,Crossbreed,?9,Female,Entire,Control,,,,,FALSE,,,FALSE,,FALSE,,Not recorded,Regular,NSAID,Long term treatment,7/9/12,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
